candidate_id,candidate_family,candidate_mode,a,sigma,p,q,beta,gamma,ranking_advisory_only,controls_all_preserved,pd8_sentinels_improved,protected_cell_not_harmed,hard_constraint_pass,failed_controls,failed_pd8_sentinels,mean_control_win_delta,mean_pd8_sentinel_win_delta,protected_cell_win_delta,odw_readability_delta,pd_selectivity_delta,pd5_mb_shoulder_contrast_delta,mb8_pd5_win_delta,mean_runtime_c_conn_delta,mean_runtime_collapse_delta,smoothness_score
B_a025_s015_b15,B,candidate_b,0.25,0.15,1.0,1.0,1.5,0.0,True,True,False,False,False,,"FR5_MB2_PD8_ODW8,FR5_MB5_PD8_ODW8",0.0,0.0,-100.0,-0.07983622619472619,16.666666666666664,-50.0,50.0,-0.007219621639554933,0.007219621639554916,-0.13
B_a025_s015_b30,B,candidate_b,0.25,0.15,1.0,1.0,3.0,0.0,True,True,False,False,False,,"FR5_MB2_PD8_ODW8,FR5_MB5_PD8_ODW8",25.0,0.0,-100.0,-0.06562045908808962,50.0,0.0,0.0,-0.002281334652894308,0.002281334652894286,-0.16
B_a025_s020_b15,B,candidate_b,0.25,0.2,1.0,1.0,1.5,0.0,True,False,False,True,False,FR2_MB2_PD8_ODW8,"FR5_MB2_PD8_ODW8,FR5_MB5_PD8_ODW8",-25.0,0.0,0.0,-0.05952398820575372,66.66666666666667,0.0,50.0,-0.0047506447773337035,0.004750644777333683,-0.07999999999999999
B_a025_s020_b30,B,candidate_b,0.25,0.2,1.0,1.0,3.0,0.0,True,False,False,False,False,FR2_MB2_PD8_ODW8,FR5_MB2_PD8_ODW8,-25.0,50.0,-100.0,-0.04841896117027314,66.66666666666667,0.0,0.0,-0.003449236898152665,0.0034492368981526595,-0.10999999999999999
B_a035_s010_b15,B,candidate_b,0.35,0.1,1.0,1.0,1.5,0.0,True,False,False,True,False,FR2_MB2_PD8_ODW8,"FR5_MB2_PD8_ODW8,FR5_MB5_PD8_ODW8",-25.0,0.0,0.0,-0.048017349447753536,50.0,-50.0,50.0,-0.004633506105566176,0.004633506105566154,-0.27999999999999997
B_a035_s010_b30,B,candidate_b,0.35,0.1,1.0,1.0,3.0,0.0,True,False,False,False,False,"FR2_MB2_PD8_ODW8,FR8_MB2_PD2_ODW8",FR5_MB2_PD8_ODW8,-50.0,50.0,-100.0,-0.07386497867899566,50.0,-50.0,50.0,-0.005542309878631837,0.0055423098786318145,-0.30999999999999994
B_a035_s015_b15,B,candidate_b,0.35,0.15,1.0,1.0,1.5,0.0,True,False,False,True,False,FR2_MB2_PD8_ODW8,"FR5_MB2_PD8_ODW8,FR5_MB5_PD8_ODW8",25.0,0.0,0.0,-0.060098310614389944,16.666666666666664,-50.0,50.0,-0.00323301598662883,0.0032330159866288135,-0.22999999999999998
B_a035_s015_b30,B,candidate_b,0.35,0.15,1.0,1.0,3.0,0.0,True,True,False,True,False,,"FR5_MB2_PD8_ODW8,FR5_MB5_PD8_ODW8",0.0,0.0,0.0,-0.07499007047774515,0.0,0.0,50.0,-0.008831682806036446,0.008831682806036436,-0.26
B_a035_s020_b15,B,candidate_b,0.35,0.2,1.0,1.0,1.5,0.0,True,True,False,True,False,,"FR5_MB2_PD8_ODW8,FR5_MB5_PD8_ODW8",25.0,0.0,0.0,-0.082206380342532,50.0,-50.0,50.0,-0.004533527686780407,0.004533527686780397,-0.17999999999999997
B_a035_s020_b30,B,candidate_b,0.35,0.2,1.0,1.0,3.0,0.0,True,True,False,False,False,,FR5_MB2_PD8_ODW8,0.0,50.0,-100.0,-0.05333521455960411,66.66666666666667,-100.0,100.0,-0.007672103531100629,0.00767210353110061,-0.20999999999999996
B_a045_s010_b15,B,candidate_b,0.45,0.1,1.0,1.0,1.5,0.0,True,True,False,True,False,,"FR5_MB2_PD8_ODW8,FR5_MB5_PD8_ODW8",25.0,0.0,0.0,-0.05971454347988252,33.33333333333333,-50.0,50.0,-0.0036240037947189844,0.003624003794718976,-0.38
B_a045_s010_b30,B,candidate_b,0.45,0.1,1.0,1.0,3.0,0.0,True,False,False,False,False,FR2_MB2_PD8_ODW8,FR5_MB2_PD8_ODW8,-25.0,50.0,-100.0,-0.05914998531428344,66.66666666666667,-50.0,50.0,-0.011308319955734482,0.01130831995573447,-0.41
B_a045_s015_b15,B,candidate_b,0.45,0.15,1.0,1.0,1.5,0.0,True,True,False,True,False,,"FR5_MB2_PD8_ODW8,FR5_MB5_PD8_ODW8",25.0,0.0,0.0,-0.05672000775391197,33.33333333333333,0.0,50.0,-0.0009724923392582847,0.000972492339258256,-0.33000000000000007
B_a045_s015_b30,B,candidate_b,0.45,0.15,1.0,1.0,3.0,0.0,True,True,False,False,False,,FR5_MB2_PD8_ODW8,25.0,50.0,-100.0,-0.0679757395776841,100.0,0.0,0.0,-0.009367812936370871,0.009367812936370847,-0.36000000000000004
B_a045_s020_b15,B,candidate_b,0.45,0.2,1.0,1.0,1.5,0.0,True,True,False,True,False,,"FR5_MB2_PD8_ODW8,FR5_MB5_PD8_ODW8",25.0,0.0,0.0,-0.07054781696904046,33.33333333333333,0.0,0.0,-0.006471532812233424,0.006471532812233393,-0.28
B_a045_s020_b30,B,candidate_b,0.45,0.2,1.0,1.0,3.0,0.0,True,False,False,True,False,FR2_MB2_PD8_ODW8,"FR5_MB2_PD8_ODW8,FR5_MB5_PD8_ODW8",0.0,0.0,0.0,-0.05987554339537856,16.666666666666664,-50.0,50.0,-0.005996367886901676,0.005996367886901665,-0.31
B_a055_s010_b15,B,candidate_b,0.55,0.1,1.0,1.0,1.5,0.0,True,False,False,False,False,FR2_MB2_PD8_ODW8,"FR5_MB2_PD8_ODW8,FR5_MB5_PD8_ODW8",0.0,0.0,-100.0,-0.0656207659953546,33.33333333333333,-50.0,50.0,-0.004127925535556914,0.004127925535556895,-0.4800000000000001
B_a055_s010_b30,B,candidate_b,0.55,0.1,1.0,1.0,3.0,0.0,True,False,False,True,False,FR8_MB2_PD2_ODW8,"FR5_MB2_PD8_ODW8,FR5_MB5_PD8_ODW8",-25.0,0.0,0.0,-0.05998247733468265,33.33333333333333,0.0,0.0,-0.004417378043316342,0.004417378043316326,-0.51
B_a055_s015_b15,B,candidate_b,0.55,0.15,1.0,1.0,1.5,0.0,True,True,False,True,False,,"FR5_MB2_PD8_ODW8,FR5_MB5_PD8_ODW8",0.0,0.0,0.0,-0.06348526726509782,33.33333333333333,-50.0,50.0,-0.008850559586855626,0.008850559586855601,-0.43000000000000005
B_a055_s015_b30,B,candidate_b,0.55,0.15,1.0,1.0,3.0,0.0,True,False,False,False,False,FR2_MB2_PD8_ODW8,"FR5_MB2_PD8_ODW8,FR5_MB5_PD8_ODW8",0.0,0.0,-100.0,-0.061639031353800035,50.0,0.0,0.0,-0.004529944453839378,0.004529944453839366,-0.46
B_a055_s020_b15,B,candidate_b,0.55,0.2,1.0,1.0,1.5,0.0,True,False,False,False,False,FR2_MB2_PD8_ODW8,"FR5_MB2_PD8_ODW8,FR5_MB5_PD8_ODW8",-25.0,0.0,-100.0,-0.054919638227773473,66.66666666666667,0.0,0.0,-0.00500828918343516,0.005008289183435138,-0.38
B_a055_s020_b30,B,candidate_b,0.55,0.2,1.0,1.0,3.0,0.0,True,True,False,True,False,,"FR5_MB2_PD8_ODW8,FR5_MB5_PD8_ODW8",0.0,0.0,0.0,-0.066240548615364,66.66666666666667,-50.0,50.0,-0.002849210474731765,0.002849210474731743,-0.41000000000000003
B_a065_s010_b15,B,candidate_b,0.65,0.1,1.0,1.0,1.5,0.0,True,True,False,True,False,,FR5_MB2_PD8_ODW8,0.0,50.0,0.0,-0.07194463121090014,16.666666666666664,-50.0,50.0,-0.008964392246085336,0.008964392246085322,-0.5800000000000001
B_a065_s010_b30,B,candidate_b,0.65,0.1,1.0,1.0,3.0,0.0,True,True,False,False,False,,FR5_MB5_PD8_ODW8,25.0,50.0,-100.0,-0.06904867985793764,66.66666666666667,50.0,0.0,-0.008861316337025275,0.008861316337025261,-0.6100000000000001
B_a065_s015_b15,B,candidate_b,0.65,0.15,1.0,1.0,1.5,0.0,True,True,False,False,False,,"FR5_MB2_PD8_ODW8,FR5_MB5_PD8_ODW8",0.0,0.0,-100.0,-0.08193604330179302,66.66666666666667,0.0,0.0,-0.00925841593085131,0.009258415930851293,-0.53
B_a065_s015_b30,B,candidate_b,0.65,0.15,1.0,1.0,3.0,0.0,True,True,False,False,False,,"FR5_MB2_PD8_ODW8,FR5_MB5_PD8_ODW8",0.0,0.0,-100.0,-0.0599603651579937,16.666666666666664,0.0,0.0,-0.01031038096738683,0.010310380967386804,-0.56
B_a065_s020_b15,B,candidate_b,0.65,0.2,1.0,1.0,1.5,0.0,True,True,False,True,False,,"FR5_MB2_PD8_ODW8,FR5_MB5_PD8_ODW8",0.0,0.0,0.0,-0.06752498318865247,33.33333333333333,0.0,0.0,-0.004896471019750866,0.004896471019750839,-0.48
B_a065_s020_b30,B,candidate_b,0.65,0.2,1.0,1.0,3.0,0.0,True,True,False,False,False,,"FR5_MB2_PD8_ODW8,FR5_MB5_PD8_ODW8",25.0,0.0,-100.0,-0.07832209596466187,33.33333333333333,-50.0,50.0,-0.00642910072439891,0.006429100724398887,-0.51
C_a015_s010_g04_b15,C,candidate_c,0.15,0.1,0.0,1.0,1.5,4.0,True,False,False,True,False,FR2_MB2_PD8_ODW8,FR5_MB5_PD8_ODW8,0.0,50.0,0.0,-0.04967832757088941,33.33333333333333,-50.0,50.0,-0.0009045202992763609,0.0009045202992763457,-0.12
C_a015_s010_g08_b15,C,candidate_c,0.15,0.1,0.0,1.0,1.5,8.0,True,True,False,True,False,,"FR5_MB2_PD8_ODW8,FR5_MB5_PD8_ODW8",25.0,0.0,0.0,-0.09396832852519318,33.33333333333333,-50.0,50.0,-0.004113358294550976,0.004113358294550954,-0.15999999999999998
C_a015_s015_g04_b15,C,candidate_c,0.15,0.15,0.0,1.0,1.5,4.0,True,True,False,True,False,,"FR5_MB2_PD8_ODW8,FR5_MB5_PD8_ODW8",25.0,0.0,0.0,-0.07055049273992846,16.666666666666664,50.0,0.0,0.0003058664809773419,-0.0003058664809773614,-0.07
C_a015_s015_g08_b15,C,candidate_c,0.15,0.15,0.0,1.0,1.5,8.0,True,False,False,True,False,FR8_MB2_PD2_ODW8,"FR5_MB2_PD8_ODW8,FR5_MB5_PD8_ODW8",0.0,0.0,0.0,-0.04275373357190791,16.666666666666664,0.0,50.0,-0.0001950489586019359,0.0001950489586019192,-0.11
C_a015_s020_g04_b15,C,candidate_c,0.15,0.2,0.0,1.0,1.5,4.0,True,True,False,True,False,,"FR5_MB2_PD8_ODW8,FR5_MB5_PD8_ODW8",0.0,0.0,0.0,-0.0546046862996057,16.666666666666664,0.0,0.0,-0.006130507613626349,0.0061305076136263376,-0.019999999999999983
C_a015_s020_g08_b15,C,candidate_c,0.15,0.2,0.0,1.0,1.5,8.0,True,True,False,False,False,,"FR5_MB2_PD8_ODW8,FR5_MB5_PD8_ODW8",0.0,0.0,-100.0,-0.0795540777528666,16.666666666666664,-50.0,50.0,0.001158069744025315,-0.0011580697440253301,-0.059999999999999984
C_a025_s010_g04_b15,C,candidate_c,0.25,0.1,0.0,1.0,1.5,4.0,True,True,False,True,False,,"FR5_MB2_PD8_ODW8,FR5_MB5_PD8_ODW8",0.0,0.0,0.0,-0.05548085396615287,0.0,-50.0,50.0,-0.00384071779702828,0.0038407177970282524,-0.22
C_a025_s010_g08_b15,C,candidate_c,0.25,0.1,0.0,1.0,1.5,8.0,True,True,False,False,False,,"FR5_MB2_PD8_ODW8,FR5_MB5_PD8_ODW8",25.0,0.0,-100.0,-0.06886568390956688,50.0,0.0,50.0,-0.0046697269106885505,0.004669726910688513,-0.26
C_a025_s015_g04_b15,C,candidate_c,0.25,0.15,0.0,1.0,1.5,4.0,True,True,False,False,False,,"FR5_MB2_PD8_ODW8,FR5_MB5_PD8_ODW8",0.0,0.0,-100.0,-0.04848358259175631,50.0,100.0,0.0,-0.004802971348123852,0.004802971348123852,-0.17
C_a025_s015_g08_b15,C,candidate_c,0.25,0.15,0.0,1.0,1.5,8.0,True,False,False,False,False,FR2_MB2_PD8_ODW8,FR5_MB5_PD8_ODW8,0.0,50.0,-100.0,-0.07027159002158075,50.0,-100.0,100.0,-0.006377826018776834,0.006377826018776811,-0.21000000000000002
C_a025_s020_g04_b15,C,candidate_c,0.25,0.2,0.0,1.0,1.5,4.0,True,True,False,False,False,,"FR5_MB2_PD8_ODW8,FR5_MB5_PD8_ODW8",0.0,0.0,-100.0,-0.06027971981364996,33.33333333333333,0.0,0.0,-0.002396140731732908,0.002396140731732891,-0.12
C_a025_s020_g08_b15,C,candidate_c,0.25,0.2,0.0,1.0,1.5,8.0,True,True,False,False,False,,FR5_MB5_PD8_ODW8,0.0,50.0,-100.0,-0.038717900337236495,50.0,0.0,50.0,-0.0004892941491148555,0.0004892941491148329,-0.15999999999999998
C_a035_s010_g04_b15,C,candidate_c,0.35,0.1,0.0,1.0,1.5,4.0,True,False,False,True,False,FR2_MB2_PD8_ODW8,FR5_MB2_PD8_ODW8,0.0,50.0,0.0,-0.05745403882754881,16.666666666666664,-100.0,100.0,-0.005741557537846129,0.005741557537846112,-0.31999999999999995
C_a035_s010_g08_b15,C,candidate_c,0.35,0.1,0.0,1.0,1.5,8.0,True,False,False,True,False,FR2_MB2_PD8_ODW8,"FR5_MB2_PD8_ODW8,FR5_MB5_PD8_ODW8",-25.0,0.0,0.0,-0.059921462913467005,16.666666666666664,-50.0,50.0,-0.006407642242251316,0.006407642242251299,-0.36
C_a035_s015_g04_b15,C,candidate_c,0.35,0.15,0.0,1.0,1.5,4.0,True,False,False,False,False,FR2_MB2_PD8_ODW8,"FR5_MB2_PD8_ODW8,FR5_MB5_PD8_ODW8",0.0,0.0,-100.0,-0.04838742866229685,50.0,-50.0,50.0,0.0007075112891622639,-0.0007075112891622746,-0.26999999999999996
C_a035_s015_g08_b15,C,candidate_c,0.35,0.15,0.0,1.0,1.5,8.0,True,False,False,True,False,FR2_MB2_PD8_ODW8,"FR5_MB2_PD8_ODW8,FR5_MB5_PD8_ODW8",0.0,0.0,0.0,-0.05816086828000507,16.666666666666664,-50.0,50.0,-0.0029461015178279763,0.002946101517827955,-0.31
C_a035_s020_g04_b15,C,candidate_c,0.35,0.2,0.0,1.0,1.5,4.0,True,False,False,False,False,FR2_MB2_PD8_ODW8,FR5_MB2_PD8_ODW8,-25.0,50.0,-100.0,-0.07458166428656172,50.0,-50.0,50.0,-0.0022635876393091625,0.0022635876393091313,-0.21999999999999997
C_a035_s020_g08_b15,C,candidate_c,0.35,0.2,0.0,1.0,1.5,8.0,True,False,False,False,False,FR8_MB2_PD2_ODW8,"FR5_MB2_PD8_ODW8,FR5_MB5_PD8_ODW8",0.0,0.0,-100.0,-0.039272902968179785,33.33333333333333,0.0,0.0,-0.0036237607661711124,0.003623760766171111,-0.25999999999999995
C_a045_s010_g04_b15,C,candidate_c,0.45,0.1,0.0,1.0,1.5,4.0,True,False,False,True,False,FR2_MB2_PD8_ODW8,FR5_MB2_PD8_ODW8,-25.0,50.0,0.0,-0.06186666973221236,50.0,0.0,0.0,-0.005359622129847338,0.0053596221298473174,-0.42
C_a045_s010_g08_b15,C,candidate_c,0.45,0.1,0.0,1.0,1.5,8.0,True,True,False,True,False,,"FR5_MB2_PD8_ODW8,FR5_MB5_PD8_ODW8",25.0,0.0,0.0,-0.06872154294904084,16.666666666666664,0.0,0.0,-0.008756219936995597,0.008756219936995583,-0.46
C_a045_s015_g04_b15,C,candidate_c,0.45,0.15,0.0,1.0,1.5,4.0,True,True,False,False,False,,"FR5_MB2_PD8_ODW8,FR5_MB5_PD8_ODW8",0.0,0.0,-100.0,-0.060127825678940185,33.33333333333333,-50.0,50.0,-0.0064984395810084,0.006498439581008388,-0.37000000000000005
C_a045_s015_g08_b15,C,candidate_c,0.45,0.15,0.0,1.0,1.5,8.0,True,False,False,False,False,FR2_MB2_PD8_ODW8,"FR5_MB2_PD8_ODW8,FR5_MB5_PD8_ODW8",0.0,0.0,-100.0,-0.051499110691312695,50.0,-100.0,100.0,-0.0054218211860518235,0.005421821186051793,-0.4100000000000001
C_a045_s020_g04_b15,C,candidate_c,0.45,0.2,0.0,1.0,1.5,4.0,True,False,False,True,False,FR2_MB2_PD8_ODW8,"FR5_MB2_PD8_ODW8,FR5_MB5_PD8_ODW8",-25.0,0.0,0.0,-0.07444312159141192,33.33333333333333,-50.0,50.0,-0.004569404662398837,0.004569404662398823,-0.32
C_a045_s020_g08_b15,C,candidate_c,0.45,0.2,0.0,1.0,1.5,8.0,True,True,False,True,False,,"FR5_MB2_PD8_ODW8,FR5_MB5_PD8_ODW8",25.0,0.0,0.0,-0.08518396228170996,33.33333333333333,0.0,0.0,-0.004965514936532467,0.004965514936532448,-0.36000000000000004
C_a055_s010_g04_b15,C,candidate_c,0.55,0.1,0.0,1.0,1.5,4.0,True,True,False,False,False,,"FR5_MB2_PD8_ODW8,FR5_MB5_PD8_ODW8",25.0,0.0,-100.0,-0.05924793460000813,33.33333333333333,-50.0,50.0,-0.005010423284922885,0.0050104232849228665,-0.5200000000000001
C_a055_s010_g08_b15,C,candidate_c,0.55,0.1,0.0,1.0,1.5,8.0,True,False,False,True,False,FR2_MB2_PD8_ODW8,"FR5_MB2_PD8_ODW8,FR5_MB5_PD8_ODW8",-25.0,0.0,0.0,-0.06239352890396822,0.0,0.0,0.0,-0.005684583739421121,0.005684583739421104,-0.56
C_a055_s015_g04_b15,C,candidate_c,0.55,0.15,0.0,1.0,1.5,4.0,True,False,False,True,False,FR2_MB2_PD8_ODW8,"FR5_MB2_PD8_ODW8,FR5_MB5_PD8_ODW8",0.0,0.0,0.0,-0.06332672578515171,33.33333333333333,-50.0,50.0,-0.0033711414439961747,0.003371141443996162,-0.47000000000000003
C_a055_s015_g08_b15,C,candidate_c,0.55,0.15,0.0,1.0,1.5,8.0,True,True,False,False,False,,"FR5_MB2_PD8_ODW8,FR5_MB5_PD8_ODW8",0.0,0.0,-100.0,-0.05880518253072358,33.33333333333333,-100.0,100.0,-0.004286279286852707,0.0042862792868526775,-0.51
C_a055_s020_g04_b15,C,candidate_c,0.55,0.2,0.0,1.0,1.5,4.0,True,True,False,False,False,,"FR5_MB2_PD8_ODW8,FR5_MB5_PD8_ODW8",0.0,0.0,-100.0,-0.05967431827940381,50.0,-50.0,50.0,-0.007610568048849969,0.007610568048849953,-0.42
C_a055_s020_g08_b15,C,candidate_c,0.55,0.2,0.0,1.0,1.5,8.0,True,True,False,True,False,,FR5_MB2_PD8_ODW8,25.0,50.0,0.0,-0.0641578257087832,33.33333333333333,-50.0,50.0,-0.006832237648542925,0.006832237648542901,-0.46
C_a065_s010_g04_b15,C,candidate_c,0.65,0.1,0.0,1.0,1.5,4.0,True,False,False,False,False,FR2_MB2_PD8_ODW8,"FR5_MB2_PD8_ODW8,FR5_MB5_PD8_ODW8",0.0,0.0,-100.0,-0.05232497741776067,50.0,0.0,0.0,-0.006833734501374215,0.006833734501374204,-0.6200000000000001
C_a065_s010_g08_b15,C,candidate_c,0.65,0.1,0.0,1.0,1.5,8.0,True,True,False,False,False,,"FR5_MB2_PD8_ODW8,FR5_MB5_PD8_ODW8",0.0,0.0,-100.0,-0.08740990518005988,16.666666666666664,-50.0,50.0,-0.007063132740937178,0.007063132740937161,-0.66
C_a065_s015_g04_b15,C,candidate_c,0.65,0.15,0.0,1.0,1.5,4.0,True,True,False,False,False,,"FR5_MB2_PD8_ODW8,FR5_MB5_PD8_ODW8",0.0,0.0,-100.0,-0.0767474995679337,16.666666666666664,-50.0,50.0,-0.007891179021704487,0.007891179021704456,-0.5700000000000001
C_a065_s015_g08_b15,C,candidate_c,0.65,0.15,0.0,1.0,1.5,8.0,True,True,False,True,False,,"FR5_MB2_PD8_ODW8,FR5_MB5_PD8_ODW8",25.0,0.0,0.0,-0.08954394402513122,33.33333333333333,0.0,0.0,-0.0032240135323955217,0.0032240135323955196,-0.61
C_a065_s020_g04_b15,C,candidate_c,0.65,0.2,0.0,1.0,1.5,4.0,True,True,False,False,False,,FR5_MB2_PD8_ODW8,0.0,50.0,-100.0,-0.05018200472470498,83.33333333333334,-50.0,50.0,-0.007384553920573537,0.007384553920573521,-0.52
C_a065_s020_g08_b15,C,candidate_c,0.65,0.2,0.0,1.0,1.5,8.0,True,True,False,False,False,,FR5_MB5_PD8_ODW8,25.0,50.0,-100.0,-0.04201175950569165,83.33333333333334,0.0,0.0,-0.0001874959131006074,0.00018749591310058248,-0.5599999999999999
